"Class","Crew","Sex","Age","Survived"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"1st",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"2nd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"3rd",FALSE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
"Crew",TRUE,"Female","Adult","Yes"
